customer_id,gender,senior,tenure_months,monthly_charges,total_charges,contract,payment_method,num_services,churn
CUST-03990,Female,0,43,46.22,1921.8,Two year,Electronic check,2,0
CUST-03991,Male,0,14,110.4,1698.94,Month-to-month,Credit card,8,1
CUST-03992,Female,1,4,68.06,285.0,Month-to-month,Electronic check,3,1
CUST-03993,Female,0,59,26.65,1628.08,One year,Electronic check,3,0
CUST-03994,Female,0,11,80.27,961.86,One year,Electronic check,2,0
CUST-03995,Male,1,44,28.35,1338.47,Two year,Mailed check,2,0
CUST-03996,Female,0,37,107.77,4099.96,Two year,Bank transfer,4,0
CUST-03997,Female,0,13,36.21,444.34,One year,Credit card,7,0
CUST-03998,Male,0,12,79.78,886.46,One year,Mailed check,2,0
CUST-03999,Female,1,51,102.78,5604.82,One year,Bank transfer,4,1
CUST-04000,Male,0,16,47.69,693.03,Month-to-month,Electronic check,3,0
CUST-04001,Male,0,39,96.9,3656.84,One year,Bank transfer,6,0
CUST-04002,Female,0,50,112.32,5619.09,Two year,Bank transfer,4,1
CUST-04003,Male,0,43,73.04,3306.09,One year,Credit card,7,0
CUST-04004,Male,1,61,96.83,5865.07,Two year,Mailed check,5,0
CUST-04005,Male,0,16,68.12,1182.24,Month-to-month,Mailed check,3,0
CUST-04006,Male,0,34,97.37,3601.55,One year,Electronic check,7,0
CUST-04007,Male,1,11,24.29,267.37,Month-to-month,Mailed check,3,0
CUST-04008,Male,0,46,114.1,5491.51,Two year,Electronic check,5,0
CUST-04009,Female,0,46,59.12,2689.6,One year,Electronic check,5,0
CUST-04010,Female,0,0,90.44,0.0,Month-to-month,Electronic check,5,0
CUST-04011,Male,0,15,88.43,1199.71,Two year,Credit card,7,1
CUST-04012,Female,0,57,83.71,4337.54,Two year,Mailed check,7,0
CUST-04013,Female,0,4,58.84,241.11,One year,Mailed check,1,0
CUST-04014,Female,0,69,89.37,6773.52,Two year,Credit card,6,0
CUST-04015,Female,0,14,113.33,1662.02,Two year,Credit card,7,0
CUST-04016,Female,1,43,25.26,,Month-to-month,Mailed check,1,0
CUST-04017,Male,0,26,39.77,1008.6,One year,Mailed check,8,0
CUST-04018,Male,0,52,108.13,5760.31,Month-to-month,Electronic check,2,0
CUST-04019,Female,1,57,21.48,1259.14,Two year,Credit card,7,0
CUST-04020,Female,0,6,110.49,643.24,One year,Electronic check,3,0
CUST-04021,Female,1,55,44.78,2614.39,One year,Credit card,1,0
CUST-04022,Male,1,14,49.62,654.67,Month-to-month,Electronic check,7,0
CUST-04023,Female,0,38,55.99,2227.75,Month-to-month,Mailed check,1,1
CUST-04024,Male,0,33,99.39,3222.07,Two year,Credit card,7,0
CUST-04025,Female,0,8,111.22,837.24,Two year,Bank transfer,2,0
CUST-04026,Male,0,66,81.04,4870.14,Month-to-month,Bank transfer,4,0
CUST-04027,Female,0,46,70.8,2942.56,One year,Bank transfer,3,0
CUST-04028,Male,1,51,90.96,4788.44,Two year,Bank transfer,8,0
CUST-04029,Female,1,34,21.49,800.16,One year,Mailed check,5,0
CUST-04030,Male,0,62,114.47,7145.59,Month-to-month,Mailed check,5,0
CUST-04031,Female,0,61,53.66,3550.37,One year,Mailed check,5,0
CUST-04032,Male,1,16,28.47,433.08,Month-to-month,Bank transfer,6,1
CUST-04033,Female,1,7,77.05,528.64,Two year,Mailed check,4,0
CUST-04034,Female,0,65,110.52,6652.49,Month-to-month,Credit card,2,0
CUST-04035,Female,0,55,37.87,2213.14,One year,Credit card,6,1
CUST-04036,Female,0,70,93.71,6099.29,Month-to-month,Bank transfer,4,0
CUST-04037,Female,0,70,83.25,5263.32,Two year,Mailed check,7,0
CUST-04038,Male,0,71,29.42,2171.71,One year,Credit card,1,0
CUST-04039,Female,0,70,119.82,7658.7,Month-to-month,Credit card,2,1
CUST-04040,Male,1,7,82.15,537.59,Month-to-month,Electronic check,7,0
CUST-04041,Male,0,56,91.96,4747.31,One year,Bank transfer,6,0
CUST-04042,Male,0,38,36.74,1263.87,Month-to-month,Mailed check,2,1
CUST-04043,Male,0,59,32.06,2009.44,Two year,Electronic check,2,0
CUST-04044,Male,0,44,90.05,3994.45,One year,Mailed check,8,1
CUST-04045,Female,0,58,20.74,1240.38,Month-to-month,Credit card,8,0
CUST-04046,Male,1,53,117.22,6329.92,Two year,Credit card,5,0
CUST-04047,Male,0,70,100.96,7431.36,Two year,Electronic check,2,0
CUST-04048,Male,0,0,76.28,,Month-to-month,Mailed check,8,0
CUST-04049,Female,0,57,75.28,3922.53,Two year,Bank transfer,2,0
CUST-04050,Female,0,50,109.53,5853.77,One year,Credit card,4,1
CUST-04051,Male,1,36,117.43,4603.18,Two year,Credit card,2,0
CUST-04052,Male,0,35,37.59,1426.57,Two year,Electronic check,7,0
CUST-04053,Male,1,49,82.9,4271.46,One year,Credit card,2,1
CUST-04054,Female,0,67,118.45,8418.98,Month-to-month,Electronic check,3,1
CUST-04055,Male,0,69,109.86,6914.2,Two year,Credit card,5,0
CUST-04056,Female,0,51,56.66,2941.54,One year,Bank transfer,1,0
CUST-04057,Female,0,11,76.81,875.79,Two year,Credit card,4,0
CUST-04058,Female,0,63,32.82,2085.96,One year,Mailed check,7,0
CUST-04059,Female,0,6,105.91,674.49,One year,Electronic check,5,0
CUST-04060,Female,0,68,58.81,3702.96,Month-to-month,Credit card,3,0
CUST-04061,Female,0,12,80.92,913.61,Two year,Mailed check,8,1
CUST-04062,Male,0,10,38.86,407.83,Month-to-month,Bank transfer,5,1
CUST-04063,Male,0,29,85.01,2635.06,Month-to-month,Credit card,7,0
CUST-04064,Female,1,37,60.51,2081.71,Month-to-month,Mailed check,8,0
CUST-04065,Male,0,52,48.82,2498.17,One year,Mailed check,8,0
CUST-04066,Female,0,72,56.16,3753.43,One year,Bank transfer,5,0
CUST-04067,Male,0,44,93.14,4298.34,Two year,Mailed check,3,0
CUST-04068,Female,0,39,46.85,1897.17,Month-to-month,Bank transfer,7,0
CUST-04069,Male,1,23,47.67,1084.98,One year,Mailed check,4,0
CUST-04070,Male,1,36,87.85,3352.12,Month-to-month,Mailed check,2,0
CUST-04071,Male,1,4,110.96,463.85,Two year,Credit card,6,1
CUST-04072,Male,1,32,20.76,666.33,Two year,Mailed check,5,0
CUST-04073,Male,0,46,49.15,2192.48,Month-to-month,Electronic check,7,0
CUST-04074,Female,0,38,24.68,1016.35,Month-to-month,Credit card,5,1
CUST-04075,Male,0,48,71.07,3411.47,One year,Bank transfer,6,1
CUST-04076,Male,0,27,21.01,582.59,Month-to-month,Electronic check,7,0
CUST-04077,Female,0,13,117.86,1504.22,Two year,Mailed check,5,0
CUST-04078,Male,0,63,42.95,2561.91,Two year,Mailed check,5,1
CUST-04079,Male,1,12,47.17,616.35,Two year,Credit card,8,0
CUST-04080,Female,0,54,44.12,2259.63,Month-to-month,Electronic check,1,0
CUST-04081,Female,0,54,102.03,5390.64,One year,Mailed check,7,0
CUST-04082,Male,0,62,96.18,6403.7,One year,Mailed check,4,0
CUST-04083,Female,0,57,33.72,2040.26,Two year,Mailed check,8,0
CUST-04084,Female,0,36,19.66,769.85,Month-to-month,Bank transfer,5,1
CUST-04085,Female,0,37,30.24,1094.87,Month-to-month,Credit card,1,0
CUST-04086,Female,0,4,55.53,234.87,Two year,Mailed check,4,0
CUST-04087,Female,0,64,97.08,6793.01,Two year,Credit card,7,1
CUST-04088,Female,0,54,80.98,4679.54,Two year,Bank transfer,2,1
CUST-04089,Male,0,39,97.03,3594.3,Month-to-month,Electronic check,6,0
CUST-04090,Male,0,44,117.46,5027.12,Two year,Bank transfer,4,1
CUST-04091,Female,0,43,83.73,3576.21,Two year,Electronic check,6,0
CUST-04092,Male,0,20,97.24,2050.63,Two year,Bank transfer,5,0
CUST-04093,Female,0,60,29.07,1752.52,Two year,Credit card,8,0
CUST-04094,Male,0,33,103.07,3410.16,Two year,Mailed check,5,1
CUST-04095,Male,0,18,37.25,665.16,Month-to-month,Electronic check,1,1
CUST-04096,Male,0,43,43.6,1741.17,Month-to-month,Bank transfer,7,0
CUST-04097,Male,1,58,62.41,3770.06,One year,Bank transfer,1,0
CUST-04098,Female,1,51,21.83,1083.74,Two year,Electronic check,1,1
CUST-04099,Female,0,68,116.78,8001.84,Month-to-month,Mailed check,6,1
CUST-04100,Male,0,18,60.14,1043.52,One year,Bank transfer,1,0
CUST-04101,Female,1,48,87.21,4090.07,One year,Credit card,1,0
CUST-04102,Male,0,69,23.96,1636.37,Month-to-month,Mailed check,4,0
CUST-04103,Male,0,50,22.64,1225.83,Month-to-month,Bank transfer,2,1
CUST-04104,Female,1,39,72.26,2565.09,One year,Mailed check,8,0
CUST-04105,Female,1,58,23.16,1261.14,Two year,Bank transfer,3,0
CUST-04106,Male,0,25,89.13,2325.34,One year,Bank transfer,1,1
CUST-04107,Female,1,11,72.68,826.9,Two year,Mailed check,5,0
CUST-04108,Male,0,26,119.89,3393.5,Month-to-month,Bank transfer,2,0
CUST-04109,Female,1,9,92.71,755.69,Two year,Electronic check,2,0
CUST-04110,Female,0,8,19.25,153.45,One year,Credit card,1,0
CUST-04111,Male,0,2,65.84,143.53,Month-to-month,Electronic check,8,1
CUST-04112,Male,0,70,20.65,1555.26,Month-to-month,Electronic check,6,1
CUST-04113,Male,0,46,61.38,2798.21,Month-to-month,Electronic check,4,0
CUST-04114,Female,0,11,74.88,854.28,One year,Bank transfer,5,1
CUST-04115,Female,0,55,28.94,1712.52,Month-to-month,Bank transfer,6,0
CUST-04116,Female,1,35,84.35,2876.33,One year,Credit card,1,0
CUST-04117,Male,1,51,81.21,4271.59,Month-to-month,Mailed check,1,0
CUST-04118,Female,0,38,65.86,2706.94,One year,Electronic check,6,0
CUST-04119,Male,0,62,64.74,4174.29,Two year,Bank transfer,8,0
CUST-04120,Male,0,48,23.27,1084.67,Month-to-month,Credit card,1,1
CUST-04121,Male,0,4,54.1,219.08,Two year,Electronic check,7,0
CUST-04122,Male,1,71,61.11,3971.56,One year,Mailed check,2,0
CUST-04123,Male,1,67,18.79,1384.14,One year,Credit card,5,0
CUST-04124,Female,1,51,66.99,3381.09,Month-to-month,Credit card,2,1
CUST-04125,Male,0,57,84.49,5259.58,Month-to-month,Bank transfer,1,0
CUST-04126,Female,1,34,106.39,3478.97,One year,Credit card,8,0
CUST-04127,Female,1,46,62.52,2670.24,Two year,Bank transfer,3,1
CUST-04128,Male,0,20,116.69,2181.08,One year,Electronic check,5,1
CUST-04129,Male,0,48,114.06,5293.59,One year,Credit card,7,0
CUST-04130,Female,0,45,83.37,3738.62,One year,Credit card,6,0
CUST-04131,Male,1,50,116.17,5296.8,Month-to-month,Credit card,4,0
CUST-04132,Male,0,55,62.34,3551.53,Month-to-month,Bank transfer,2,0
CUST-04133,Female,0,11,19.5,194.13,One year,Credit card,2,0
CUST-04134,Female,0,63,95.42,6529.75,One year,Mailed check,2,1
CUST-04135,Male,0,49,38.99,1828.01,One year,Credit card,3,0
CUST-04136,Female,0,68,116.4,7486.34,One year,Electronic check,1,0
CUST-04137,Male,0,5,86.48,471.9,Two year,Bank transfer,1,1
CUST-04138,Female,0,43,91.44,4136.68,One year,Electronic check,5,1
CUST-04139,Female,0,25,89.58,2435.69,Month-to-month,Electronic check,5,0
CUST-04140,Female,0,9,76.33,683.67,Two year,Electronic check,1,0
CUST-04141,Male,0,51,45.04,2195.86,One year,Mailed check,6,0
CUST-04142,Female,0,48,104.42,4564.83,One year,Electronic check,6,0
CUST-04143,Female,1,34,112.45,3829.84,Two year,Electronic check,8,0
CUST-04144,Female,1,18,118.65,2339.57,Two year,Mailed check,3,0
CUST-04145,Female,0,40,118.44,5003.48,One year,Credit card,8,0
CUST-04146,Female,1,42,73.76,3254.18,Two year,Mailed check,8,0
CUST-04147,Female,0,52,51.12,2569.57,One year,Electronic check,3,1
CUST-04148,Male,0,64,42.51,2529.82,Two year,Mailed check,4,0
CUST-04149,Male,0,2,105.95,221.01,Month-to-month,Mailed check,8,1
CUST-04150,Female,0,26,72.09,1880.55,One year,Mailed check,7,0
CUST-04151,Female,1,51,57.61,2688.86,One year,Bank transfer,2,0
CUST-04152,Male,0,18,107.93,1926.41,One year,Electronic check,1,0
CUST-04153,Female,0,27,46.61,1192.51,Two year,Mailed check,1,0
CUST-04154,Female,0,60,99.14,6268.28,Month-to-month,Bank transfer,2,1
CUST-04155,Male,0,0,39.77,0.0,Two year,Mailed check,5,0
CUST-04156,Male,1,47,18.96,928.66,Month-to-month,Bank transfer,3,0
CUST-04157,Male,1,20,118.93,2393.84,Month-to-month,Mailed check,6,1
CUST-04158,Male,0,28,64.75,1693.86,Two year,Electronic check,1,0
CUST-04159,Male,0,55,73.6,4408.13,One year,Electronic check,5,0
CUST-04160,Male,0,2,78.03,151.56,Two year,Credit card,5,0
CUST-04161,Female,0,25,113.88,2757.49,One year,Credit card,2,0
CUST-04162,Female,0,18,78.07,1380.23,One year,Credit card,3,0
CUST-04163,Female,1,42,87.0,3741.27,Month-to-month,Credit card,6,1
CUST-04164,Female,0,8,33.64,255.11,One year,Credit card,5,0
CUST-04165,Male,1,38,27.62,1099.2,Month-to-month,Mailed check,5,1
CUST-04166,Female,1,41,60.86,,Two year,Mailed check,5,0
CUST-04167,Female,0,45,19.5,873.73,One year,Credit card,6,0
CUST-04168,Female,0,52,107.3,5420.44,Month-to-month,Bank transfer,3,1
CUST-04169,Female,1,60,43.74,2810.02,One year,Electronic check,1,0
CUST-04170,Male,1,59,69.27,3892.16,One year,Electronic check,5,1
CUST-04171,Female,0,39,91.43,3720.59,Two year,Mailed check,2,0
CUST-04172,Female,0,35,105.2,3943.85,Two year,Electronic check,8,0
CUST-04173,Male,0,38,40.87,1692.59,Month-to-month,Bank transfer,1,0
CUST-04174,Male,1,35,73.33,2373.44,One year,Credit card,2,0
CUST-04175,Female,0,43,42.14,1640.32,Two year,Credit card,2,0
CUST-04176,Male,0,57,64.12,3462.91,One year,Credit card,6,0
CUST-04177,Male,0,9,112.22,,Two year,Mailed check,2,0
CUST-04178,Male,0,10,76.1,736.69,Month-to-month,Credit card,3,0
CUST-04179,Female,0,68,25.22,1681.31,Month-to-month,Mailed check,8,0
CUST-04180,Male,0,70,114.03,8486.47,Two year,Bank transfer,6,0
CUST-04181,Female,0,9,59.27,502.53,Two year,Mailed check,4,0
CUST-04182,Female,0,56,63.19,3715.66,One year,Electronic check,1,0
CUST-04183,Female,1,58,46.12,2574.67,Two year,Electronic check,1,0
CUST-04184,Male,0,6,73.86,410.44,Month-to-month,Electronic check,2,0
CUST-04185,Female,0,63,44.81,2674.67,Two year,Credit card,1,0
CUST-04186,Male,0,38,64.01,2269.69,Two year,Mailed check,2,0
CUST-04187,Male,0,1,77.25,82.52,One year,Credit card,6,0
CUST-04188,Female,0,50,86.97,4174.09,One year,Electronic check,5,1
CUST-04189,Male,0,51,41.82,2309.92,One year,Mailed check,8,0
CUST-04190,Female,0,48,49.22,2164.9,One year,Credit card,2,0
CUST-04191,Female,0,26,69.62,1698.31,Month-to-month,Mailed check,8,0
CUST-04192,Male,0,15,82.07,1312.67,Month-to-month,Credit card,8,0
CUST-04193,Female,0,65,42.75,3046.9,Month-to-month,Credit card,2,0
CUST-04194,Male,0,17,119.65,2099.71,Month-to-month,Mailed check,1,0
CUST-04195,Male,1,67,99.31,7211.6,Two year,Bank transfer,3,1
CUST-04196,Male,0,9,119.56,1124.62,Month-to-month,Mailed check,6,0
CUST-04197,Female,0,68,45.28,3291.33,Two year,Bank transfer,6,0
CUST-04198,Male,1,10,48.57,470.55,Two year,Credit card,7,0
CUST-04199,Male,0,45,64.77,2907.99,Month-to-month,Bank transfer,6,0
CUST-04200,Female,0,19,72.27,1253.61,One year,Mailed check,1,1
CUST-04201,Female,0,44,56.23,2361.97,Two year,Bank transfer,6,0
CUST-04202,Female,1,10,83.96,762.11,Month-to-month,Mailed check,8,1
CUST-04203,Male,0,57,32.75,1990.97,One year,Bank transfer,2,0
CUST-04204,Male,0,34,53.07,,Two year,Electronic check,5,0
CUST-04205,Male,1,66,98.15,6725.25,Two year,Mailed check,1,0
CUST-04206,Male,1,51,104.52,5609.43,One year,Electronic check,7,0
CUST-04207,Female,0,7,68.63,514.83,Two year,Mailed check,4,0
CUST-04208,Female,0,54,37.53,1884.53,One year,Bank transfer,4,0
CUST-04209,Female,0,2,30.48,56.41,Two year,Bank transfer,7,0
CUST-04210,Female,0,9,99.54,924.03,Two year,Mailed check,8,0
CUST-04211,Male,0,33,90.56,3223.65,Month-to-month,Credit card,8,1
CUST-04212,Female,1,13,77.57,973.11,Month-to-month,Credit card,7,1
CUST-04213,Male,0,35,92.65,3431.62,One year,Electronic check,1,0
CUST-04214,Male,1,38,116.11,4553.27,Two year,Mailed check,4,1
CUST-04215,Female,1,44,107.67,5029.12,Two year,Credit card,5,0
CUST-04216,Male,0,26,85.86,2384.25,Month-to-month,Electronic check,2,0
CUST-04217,Female,0,53,63.79,3658.79,Month-to-month,Credit card,8,0
CUST-04218,Female,0,70,69.48,4589.51,Two year,Mailed check,5,0
CUST-04219,Male,0,34,114.51,4164.57,Month-to-month,Electronic check,7,0
CUST-04220,Female,0,18,53.0,907.77,One year,Electronic check,5,0
CUST-04221,Female,0,48,107.66,5348.06,Month-to-month,Electronic check,5,1
CUST-04222,Male,0,21,97.07,2027.04,Two year,Mailed check,2,0
CUST-04223,Male,0,51,19.89,1074.98,Month-to-month,Electronic check,3,0
CUST-04224,Male,0,51,116.19,6337.69,Month-to-month,Mailed check,7,1
CUST-04225,Female,0,66,26.39,1668.5,Month-to-month,Mailed check,2,0
CUST-04226,Female,0,44,44.9,1807.75,One year,Credit card,4,0
CUST-04227,Male,0,0,116.65,0.0,Two year,Bank transfer,4,1
CUST-04228,Female,0,61,89.57,5205.38,Month-to-month,Mailed check,5,0
CUST-04229,Female,0,23,48.07,1016.27,Two year,Bank transfer,4,0
CUST-04230,Male,0,32,78.58,2572.49,Month-to-month,Electronic check,7,0
CUST-04231,Male,1,32,34.48,1110.29,Two year,Mailed check,1,0
CUST-04232,Male,1,11,84.17,935.11,Two year,Mailed check,1,0
CUST-04233,Male,1,15,29.64,453.72,Two year,Credit card,1,0
CUST-04234,Male,0,44,78.98,3184.27,Two year,Mailed check,1,0
CUST-04235,Male,0,37,96.54,3730.36,One year,Mailed check,2,0
CUST-04236,Female,0,34,85.4,2942.66,Two year,Mailed check,8,0
CUST-04237,Male,0,34,115.27,3786.89,Two year,Mailed check,5,1
CUST-04238,Male,1,6,118.57,677.53,Month-to-month,Electronic check,2,1
CUST-04239,Male,0,19,39.43,787.92,Month-to-month,Electronic check,4,0
CUST-04240,Female,0,40,107.47,4427.27,Month-to-month,Bank transfer,3,0
CUST-04241,Female,0,19,27.28,545.01,Two year,Credit card,3,0
CUST-04242,Male,0,64,40.24,2345.43,One year,Mailed check,7,0
CUST-04243,Male,0,6,105.27,583.02,Month-to-month,Mailed check,2,0
CUST-04244,Male,0,65,25.6,1500.84,Month-to-month,Electronic check,6,0
CUST-04245,Male,0,1,114.36,112.82,Two year,Electronic check,3,0
CUST-04246,Male,0,20,18.45,367.76,Month-to-month,Electronic check,7,0
CUST-04247,Female,1,57,94.77,5635.22,Month-to-month,Bank transfer,2,1
CUST-04248,Female,0,34,69.27,2332.67,One year,Electronic check,2,0
CUST-04249,Female,1,23,25.65,637.81,Two year,Bank transfer,5,0
CUST-04250,Male,0,15,47.54,783.07,One year,Electronic check,1,0
CUST-04251,Female,0,70,38.21,2453.27,Two year,Electronic check,8,0
CUST-04252,Female,0,52,42.7,2411.75,One year,Mailed check,6,0
CUST-04253,Female,0,33,25.29,907.64,Month-to-month,Electronic check,4,0
CUST-04254,Male,0,47,118.42,5807.4,One year,Mailed check,6,0
CUST-04255,Female,0,43,74.96,3460.93,One year,Mailed check,7,0
CUST-04256,Female,0,47,110.94,5477.98,One year,Electronic check,6,0
CUST-04257,Female,0,13,108.99,1384.49,Month-to-month,Mailed check,1,0
CUST-04258,Male,0,37,38.57,1343.34,Month-to-month,Credit card,2,1
CUST-04259,Female,1,51,61.14,3176.78,One year,Mailed check,8,0
CUST-04260,Male,0,5,86.8,466.27,One year,Mailed check,6,0
CUST-04261,Male,0,34,112.15,4077.36,Two year,Electronic check,8,1
CUST-04262,Female,0,32,49.33,1642.33,One year,Mailed check,8,0
CUST-04263,Male,0,0,99.61,0.0,One year,Electronic check,2,1
CUST-04264,Female,0,18,53.57,940.05,Two year,Bank transfer,8,0
CUST-04265,Female,0,20,88.24,1827.51,One year,Electronic check,4,0
CUST-04266,Male,0,60,93.33,5268.26,Two year,Mailed check,8,1
CUST-04267,Female,0,3,83.06,246.11,One year,Credit card,6,0
CUST-04268,Male,0,62,95.1,5365.94,One year,Bank transfer,4,1
CUST-04269,Female,0,32,115.78,3492.12,Month-to-month,Mailed check,1,0
CUST-04270,Female,1,66,80.5,5068.86,One year,Mailed check,1,0
CUST-04271,Male,0,41,50.87,2034.97,One year,Credit card,3,0
CUST-04272,Female,0,25,107.32,2441.29,Month-to-month,Electronic check,6,1
CUST-04273,Male,0,32,68.18,1975.39,One year,Mailed check,2,0
CUST-04274,Female,0,5,40.79,189.26,Two year,Credit card,2,0
CUST-04275,Male,0,7,75.31,559.36,One year,Electronic check,3,0
CUST-04276,Female,0,47,119.62,5665.99,Month-to-month,Electronic check,3,0
CUST-04277,Female,1,51,98.8,5520.5,Month-to-month,Bank transfer,4,0
CUST-04278,Female,1,55,45.87,2463.3,Two year,Bank transfer,7,0
CUST-04279,Male,0,17,60.6,1101.0,Month-to-month,Mailed check,7,1
CUST-04280,Male,0,63,92.71,5453.94,Month-to-month,Bank transfer,5,1
CUST-04281,Female,0,44,86.35,3422.95,One year,Mailed check,3,0
CUST-04282,Male,1,47,34.9,1587.52,Two year,Credit card,4,0
CUST-04283,Female,0,18,76.66,1308.51,Month-to-month,Electronic check,2,0
CUST-04284,Female,0,42,20.77,862.19,One year,Mailed check,1,0
CUST-04285,Female,1,45,76.54,3775.2,Month-to-month,Electronic check,6,1
CUST-04286,Female,0,32,94.61,3176.24,Month-to-month,Credit card,1,0
CUST-04287,Female,0,67,65.44,4499.76,One year,Bank transfer,6,0
CUST-04288,Female,0,52,19.1,895.9,Two year,Credit card,8,0
CUST-04289,Female,0,16,68.3,1054.2,One year,Electronic check,4,0
CUST-04290,Male,0,11,40.24,485.23,One year,Credit card,1,0
CUST-04291,Female,1,72,114.21,8770.11,Month-to-month,Electronic check,2,0
CUST-04292,Male,0,1,70.9,65.48,One year,Bank transfer,3,0
CUST-04293,Female,0,20,59.76,1088.01,One year,Mailed check,3,0
CUST-04294,Male,0,65,25.5,1586.94,Two year,Bank transfer,4,0
CUST-04295,Female,1,10,98.32,980.74,Month-to-month,Electronic check,2,0
CUST-04296,Female,0,46,54.02,2440.35,Month-to-month,Credit card,6,1
CUST-04297,Male,1,53,19.09,1002.5,Two year,Mailed check,6,1
CUST-04298,Female,0,27,27.61,750.38,Month-to-month,Bank transfer,3,0
CUST-04299,Male,0,59,47.64,2777.42,Month-to-month,Bank transfer,4,0
CUST-04300,Female,0,22,98.86,2035.83,Two year,Electronic check,7,0
CUST-04301,Female,1,23,27.9,612.0,Month-to-month,Mailed check,4,0
CUST-04302,Male,0,59,101.11,5496.45,Month-to-month,Mailed check,6,1
CUST-04303,Male,1,47,89.19,4573.76,Month-to-month,Mailed check,1,0
CUST-04304,Female,0,15,55.92,760.24,Two year,Mailed check,4,0
CUST-04305,Male,0,9,80.03,727.33,Month-to-month,Bank transfer,1,1
CUST-04306,Male,1,67,22.74,1675.84,Month-to-month,Credit card,4,0
CUST-04307,Male,1,9,52.5,466.91,Month-to-month,Electronic check,4,1
CUST-04308,Female,0,31,106.42,3059.65,One year,Credit card,1,1
CUST-04309,Male,1,49,59.1,3014.71,Month-to-month,Bank transfer,1,0
CUST-04310,Male,0,60,34.22,1943.46,Two year,Credit card,7,1
CUST-04311,Male,1,9,29.57,284.53,One year,Mailed check,5,0
CUST-04312,Female,1,0,84.76,0.0,Two year,Mailed check,6,0
CUST-04313,Female,0,30,21.84,679.41,Month-to-month,Bank transfer,7,0
CUST-04314,Male,0,0,94.25,0.0,Two year,Mailed check,5,1
CUST-04315,Male,0,49,66.13,3041.55,Two year,Electronic check,3,0
CUST-04316,Female,0,65,52.8,3319.1,One year,Credit card,3,0
CUST-04317,Male,0,29,90.97,,Two year,Electronic check,2,0
CUST-04318,Male,0,54,105.28,6136.98,Month-to-month,Electronic check,5,0
CUST-04319,Male,1,13,97.24,1347.62,Two year,Credit card,8,0
CUST-04320,Male,0,55,83.84,4514.46,Two year,Credit card,2,0
CUST-04321,Female,0,54,116.45,5960.06,Two year,Bank transfer,7,0
CUST-04322,Male,1,42,101.88,4570.77,Two year,Mailed check,3,0
CUST-04323,Male,0,65,76.66,4944.74,Month-to-month,Bank transfer,2,0
CUST-04324,Male,0,63,50.73,3498.32,One year,Electronic check,8,0
CUST-04325,Male,0,21,58.87,1190.29,Month-to-month,Electronic check,7,1
CUST-04326,Female,0,6,49.85,304.48,Two year,Mailed check,8,0
CUST-04327,Female,0,30,51.39,1679.26,One year,Mailed check,2,0
CUST-04328,Female,0,46,44.39,2040.63,One year,Credit card,5,0
CUST-04329,Male,0,56,79.9,4274.59,One year,Credit card,7,0
CUST-04330,Male,0,51,61.89,3090.0,Month-to-month,Credit card,6,0
CUST-04331,Female,0,2,38.93,85.28,Two year,Credit card,7,1
CUST-04332,Female,0,69,87.83,5918.47,Month-to-month,Bank transfer,4,0
CUST-04333,Male,0,2,113.05,211.0,Month-to-month,Mailed check,7,0
CUST-04334,Female,1,15,113.81,1685.17,Month-to-month,Bank transfer,3,1
CUST-04335,Female,0,45,27.16,1341.56,Month-to-month,Mailed check,3,0
CUST-04336,Male,0,25,49.85,1345.54,Month-to-month,Bank transfer,8,1
CUST-04337,Male,0,50,90.35,4332.26,One year,Electronic check,5,0
CUST-04338,Female,0,22,50.38,1099.71,Month-to-month,Electronic check,8,0
CUST-04339,Male,0,23,64.81,,Month-to-month,Mailed check,3,1
CUST-04340,Female,0,5,38.96,199.42,One year,Credit card,8,0
CUST-04341,Female,0,65,36.09,2291.49,Month-to-month,Bank transfer,4,0
CUST-04342,Male,0,17,85.77,1387.56,One year,Credit card,4,0
CUST-04343,Male,0,24,74.1,1841.89,One year,Bank transfer,4,0
CUST-04344,Female,0,61,68.94,4367.04,One year,Credit card,6,1
CUST-04345,Male,1,62,101.18,6188.21,One year,Bank transfer,8,0
CUST-04346,Male,0,55,23.58,1193.38,Month-to-month,Bank transfer,7,0
CUST-04347,Female,0,43,101.5,4391.82,One year,Mailed check,6,1
CUST-04348,Male,1,46,73.06,3647.67,Two year,Electronic check,3,0
CUST-04349,Female,1,10,68.81,730.61,Two year,Electronic check,7,0
CUST-04350,Female,0,67,51.06,3705.1,Month-to-month,Credit card,1,0
CUST-04351,Male,0,40,30.52,1265.36,One year,Mailed check,3,0
CUST-04352,Male,0,38,30.05,,Two year,Electronic check,8,0
CUST-04353,Male,1,11,39.96,437.98,Two year,Credit card,4,0
CUST-04354,Male,0,34,69.43,2383.1,Month-to-month,Mailed check,7,0
CUST-04355,Female,0,25,70.97,1908.49,Two year,Bank transfer,8,0
CUST-04356,Female,1,24,36.31,856.95,Month-to-month,Credit card,8,1
CUST-04357,Female,0,19,93.76,1795.09,Month-to-month,Credit card,7,0
CUST-04358,Male,1,68,91.39,6240.63,Month-to-month,Bank transfer,7,1
CUST-04359,Female,0,21,99.9,2166.55,Two year,Electronic check,3,1
CUST-04360,Female,0,11,22.17,265.61,Two year,Credit card,3,0
CUST-04361,Female,0,25,54.84,1415.33,Month-to-month,Bank transfer,6,1
CUST-04362,Male,0,19,107.58,1972.48,One year,Electronic check,1,0
